run_id,alpha,role,threads,tickets,ready,effective,run_ticks,work,jobs,miss,miss_rate,tick_share,work_share,effective_share,stride,pass,sample_pid,result_pid
0,0,ai,25,100,25,100,178,32401,0,0,0.0,0.27639751552795033,0.671592911182506,0.2222222222222222,100000,215400000,3,3
0,0,control,1,300,1,300,376,0,150,0,0.0,0.5838509316770186,0.0,0.6666666666666666,33333,215331189,2,2
0,0,logger,9,50,9,50,90,15844,0,0,0.0,0.13975155279503104,0.32840708881749403,0.1111111111111111,200000,215300000,4,4
1,25,ai,25,100,25,200,227,49687,0,0,0.0,0.349768875192604,0.8184184085256379,0.36363636363636365,50000,172400000,3,3
1,25,control,1,300,1,300,344,0,150,0,0.0,0.5300462249614792,0.0,0.5454545454545454,33333,172364954,4,4
1,25,logger,9,50,9,50,78,11024,0,0,0.0,0.12018489984591679,0.18158159147436215,0.09090909090909091,200000,172500000,2,2
2,50,ai,25,100,25,500,284,57698,0,0,0.0,0.4362519201228879,0.7481490125906044,0.5263157894736842,20000,93003329,3,3
2,50,control,1,300,1,300,318,0,150,0,0.0,0.48847926267281105,0.0,0.3157894736842105,33333,92999086,2,2
2,50,logger,9,50,9,150,49,19423,0,0,0.0,0.07526881720430108,0.2518509874093956,0.15789473684210525,66666,92999094,4,4
3,75,ai,25,100,25,1100,405,75773,0,0,0.0,0.6211656441717791,0.8074529528356174,0.6666666666666666,9090,54803889,3,3
3,75,control,1,300,1,300,170,0,150,4,0.02666666666666667,0.2607361963190184,0.0,0.18181818181818182,33333,54832804,4,4
3,75,logger,9,50,9,250,77,18069,0,0,0.0,0.11809815950920245,0.19254704716438267,0.15151515151515152,40000,54820000,2,2
4,100,ai,25,100,25,2500,450,87209,0,0,0.0,0.6891271056661562,0.8506369364624178,0.7692307692307693,4000,27903975,3,3
4,100,control,1,300,1,300,115,0,103,102,0.9902912621359223,0.17611026033690658,0.0,0.09230769230769231,33333,27933076,2,2
4,100,logger,9,50,9,450,88,15313,0,0,0.0,0.13476263399693722,0.1493630635375822,0.13846153846153847,22222,27921966,4,4
5,0,ai,14,100,14,100,202,33924,0,0,0.0,0.31076923076923074,0.6414309484193012,0.2222222222222222,100000,229500000,3,3
5,0,control,1,300,1,300,380,0,150,0,0.0,0.5846153846153846,0.0,0.6666666666666666,33333,229531063,4,4
5,0,logger,8,50,8,50,68,18964,0,0,0.0,0.10461538461538461,0.35856905158069885,0.1111111111111111,200000,229700000,2,2
6,25,ai,14,100,14,100,204,35595,0,0,0.0,0.3124042879019908,0.6493068223276176,0.2222222222222222,100000,236200000,3,3
6,25,control,1,300,1,300,368,0,150,0,0.0,0.5635528330781011,0.0,0.6666666666666666,33333,236130999,2,2
6,25,logger,8,50,8,50,81,19225,0,0,0.0,0.12404287901990811,0.35069317767238234,0.1111111111111111,200000,236100000,4,4
7,50,ai,14,100,14,300,256,48396,0,0,0.0,0.39263803680981596,0.7415647696975269,0.42857142857142855,33333,136548669,3,3
7,50,control,1,300,1,300,321,0,150,0,0.0,0.49233128834355827,0.0,0.42857142857142855,33333,136531998,4,4
7,50,logger,8,50,8,100,75,16866,0,0,0.0,0.11503067484662577,0.2584352303024731,0.14285714285714285,100000,136600000,2,2
8,75,ai,14,100,14,600,271,63194,0,0,0.0,0.41500765696784075,0.7350019772499942,0.5454545454545454,16666,82746833,3,3
8,75,control,1,300,1,300,311,0,150,0,0.0,0.4762633996937213,0.0,0.2727272727272727,33333,82732539,2,2
8,75,logger,8,50,8,200,71,22784,0,0,0.0,0.10872894333843798,0.26499802275000583,0.18181818181818182,50000,82750000,4,4
9,100,ai,14,100,14,1400,376,73751,0,0,0.0,0.5766871165644172,0.7728606459455495,0.6666666666666666,7142,46302066,3,3
9,100,control,1,300,1,300,173,0,150,100,0.6666666666666666,0.26533742331288346,0.0,0.14285714285714285,33333,46332907,4,4
9,100,logger,8,50,8,400,103,21675,0,0,0.0,0.1579754601226994,0.22713935405445057,0.19047619047619047,25000,46300000,2,2
10,0,ai,9,100,9,100,182,35965,0,0,0.0,0.2787136294027565,0.6603808229742384,0.2222222222222222,100000,235400000,3,3
10,0,control,1,300,1,300,390,0,150,0,0.0,0.5972434915773354,0.0,0.6666666666666666,33333,235331021,2,2
10,0,logger,4,50,4,50,81,18496,0,0,0.0,0.12404287901990811,0.33961917702576155,0.1111111111111111,200000,235400000,4,4
11,25,ai,9,100,9,100,203,34442,0,0,0.0,0.3108728943338438,0.6536228033552207,0.2222222222222222,100000,221000000,3,3
11,25,control,1,300,1,300,361,0,150,0,0.0,0.552833078101072,0.0,0.6666666666666666,33333,220931168,4,4
11,25,logger,4,50,4,50,89,18252,0,0,0.0,0.1362940275650842,0.3463771966447793,0.1111111111111111,200000,221000000,2,2
12,50,ai,9,100,9,300,262,47039,0,0,0.0,0.4012251148545176,0.7305553829906194,0.42857142857142855,33333,136315357,3,3
12,50,control,1,300,1,300,335,0,150,0,0.0,0.5130168453292496,0.0,0.42857142857142855,33333,136332017,2,2
12,50,logger,4,50,4,100,56,17349,0,0,0.0,0.08575803981623277,0.2694446170093806,0.14285714285714285,100000,136400000,4,4
13,75,ai,9,100,9,500,259,65575,0,0,0.0,0.39541984732824426,0.8470580636827488,0.5555555555555556,20000,111106663,3,3
13,75,control,1,300,1,300,323,0,150,0,0.0,0.49312977099236643,0.0,0.3333333333333333,33333,111132274,4,4
13,75,logger,4,50,4,100,73,11840,0,0,0.0,0.11145038167938931,0.15294193631725117,0.1111111111111111,100000,111200000,2,2
14,100,ai,9,100,9,900,377,61399,0,0,0.0,0.5782208588957055,0.8045891155927717,0.6428571428571429,11111,59510570,3,3
14,100,control,1,300,1,300,212,0,150,4,0.02666666666666667,0.32515337423312884,0.0,0.21428571428571427,33333,59532795,2,2
14,100,logger,4,50,4,200,63,14912,0,0,0.0,0.09662576687116564,0.1954108844072283,0.14285714285714285,50000,59500000,4,4
15,0,ai,7,100,7,100,206,33496,0,0,0.0,0.31546707503828486,0.6498525531584666,0.2222222222222222,100000,224700000,3,3
15,0,control,1,300,1,300,360,0,150,0,0.0,0.5513016845329249,0.0,0.6666666666666666,33333,224631147,4,4
15,0,logger,3,50,3,50,87,18048,0,0,0.0,0.1332312404287902,0.3501474468415334,0.1111111111111111,200000,224800000,2,2
16,25,ai,7,100,7,100,196,33407,0,0,0.0,0.2996941896024465,0.6630214742190291,0.2222222222222222,100000,244300000,3,3
16,25,control,1,300,1,300,362,0,150,0,0.0,0.5535168195718655,0.0,0.6666666666666666,33333,244230955,2,2
16,25,logger,3,50,3,50,96,16979,0,0,0.0,0.14678899082568808,0.33697852578097093,0.1111111111111111,200000,244200000,4,4
17,50,ai,7,100,7,200,233,45614,0,0,0.0,0.35736196319018404,0.8137945799361296,0.36363636363636365,50000,180050000,3,3
17,50,control,1,300,1,300,349,0,150,0,0.0,0.5352760736196319,0.0,0.5454545454545454,33333,180031600,4,4
17,50,logger,3,50,3,50,70,10437,0,0,0.0,0.10736196319018405,0.1862054200638704,0.09090909090909091,200000,180100000,2,2
18,75,ai,7,100,7,300,278,55744,0,0,0.0,0.42507645259938837,0.8513653857902133,0.46153846153846156,33333,149831905,3,3
18,75,control,1,300,1,300,336,0,150,0,0.0,0.5137614678899083,0.0,0.46153846153846156,33333,149865237,2,2
18,75,logger,3,50,3,50,40,9732,0,0,0.0,0.06116207951070336,0.1486346142097868,0.07692307692307693,200000,149900000,4,4
19,100,ai,7,100,7,700,279,73303,0,0,0.0,0.42660550458715596,0.8358094934038744,0.6086956521739131,14285,92538601,3,3
19,100,control,1,300,1,300,293,0,150,1,0.006666666666666667,0.44801223241590216,0.0,0.2608695652173913,33333,92565813,4,4
19,100,logger,3,50,3,150,82,14400,0,0,0.0,0.12538226299694188,0.16419050659612555,0.13043478260869565,66666,92599148,2,2
20,0,ai,5,100,5,100,191,36303,0,0,0.0,0.2916030534351145,0.6640266320352655,0.2222222222222222,100000,252200000,3,3
20,0,control,1,300,1,300,369,0,150,0,0.0,0.5633587786259542,0.0,0.6666666666666666,33333,252197553,2,2
20,0,logger,2,50,2,50,95,18368,0,0,0.0,0.1450381679389313,0.3359733679647345,0.1111111111111111,200000,252300000,4,4
21,25,ai,5,100,5,100,189,36172,0,0,0.0,0.2889908256880734,0.6676141082667356,0.2222222222222222,100000,250100000,3,3
21,25,control,1,300,1,300,369,0,150,0,0.0,0.5642201834862385,0.0,0.6666666666666666,33333,250130911,4,4
21,25,logger,2,50,2,50,96,18009,0,0,0.0,0.14678899082568808,0.33238589173326444,0.1111111111111111,200000,250300000,2,2
22,50,ai,5,100,5,200,233,49335,0,0,0.0,0.35572519083969467,0.8142432744677339,0.36363636363636365,50000,192800000,3,3
22,50,control,1,300,1,300,348,0,150,0,0.0,0.5312977099236641,0.0,0.5454545454545454,33333,192764821,2,2
22,50,logger,2,50,2,50,74,11255,0,0,0.0,0.11297709923664122,0.18575672553226605,0.09090909090909091,200000,192800000,4,4
23,75,ai,5,100,5,300,261,56061,0,0,0.0,0.39908256880733944,0.8671193466559426,0.46153846153846156,33333,161231808,3,3
23,75,control,1,300,1,300,336,0,150,0,0.0,0.5137614678899083,0.0,0.46153846153846156,33333,161231807,4,4
23,75,logger,2,50,2,50,57,8591,0,0,0.0,0.0871559633027523,0.1328806533440574,0.07692307692307693,200000,161400000,2,2
24,100,ai,5,100,5,500,274,64658,0,0,0.0,0.4183206106870229,0.836130867709815,0.5555555555555556,20000,119160000,3,3
24,100,control,1,300,1,300,317,0,150,0,0.0,0.48396946564885496,0.0,0.3333333333333333,33333,119165564,2,2
24,100,logger,2,50,2,100,64,12672,0,0,0.0,0.09770992366412214,0.16386913229018493,0.1111111111111111,100000,119200000,4,4
25,0,ai,25,100,25,100,204,34882,0,0,0.0,0.31432973805855163,0.6485089611065665,0.2222222222222222,100000,224500000,3,3
25,0,control,1,300,1,300,369,0,150,0,0.0,0.5685670261941448,0.0,0.6666666666666666,33333,224531183,4,4
25,0,logger,9,50,9,50,76,18906,0,0,0.0,0.11710323574730354,0.35149103889343347,0.1111111111111111,200000,224700000,2,2
26,25,ai,25,100,25,200,239,48380,0,0,0.0,0.3676923076923077,0.8074503062569889,0.36363636363636365,50000,178100000,3,3
26,25,control,1,300,1,300,344,0,150,0,0.0,0.5292307692307693,0.0,0.5454545454545454,33333,178064984,2,2
26,25,logger,9,50,9,50,67,11537,0,0,0.0,0.10307692307692308,0.19254969374301117,0.09090909090909091,200000,178200000,4,4
27,50,ai,25,100,25,500,278,57183,0,0,0.0,0.4283513097072419,0.7494102537219542,0.5263157894736842,20000,98968326,3,3
27,50,control,1,300,1,300,314,0,149,2,0.013422818791946308,0.48382126348228044,0.0,0.3157894736842105,33333,98999112,4,4
27,50,logger,9,50,9,150,57,19121,0,0,0.0,0.08782742681047766,0.2505897462780457,0.15789473684210525,66666,99032452,2,2
28,75,ai,25,100,25,1100,387,77997,0,0,0.0,0.5944700460829493,0.8162951334379905,0.6666666666666666,9090,62205322,3,3
28,75,control,1,300,1,300,176,0,150,0,0.0,0.27035330261136714,0.0,0.18181818181818182,33333,62232816,2,2
28,75,logger,9,50,9,250,88,17553,0,0,0.0,0.13517665130568357,0.1837048665620094,0.15151515151515152,40000,62219996,4,4
29,100,ai,25,100,25,2500,451,88341,0,0,0.0,0.6992248062015504,0.8494490278659205,0.7692307692307693,4000,37603993,3,3
29,100,control,1,300,1,300,112,0,104,103,0.9903846153846154,0.17364341085271318,0.0,0.09230769230769231,33333,37633066,4,4
29,100,logger,9,50,9,450,82,15657,0,0,0.0,0.12713178294573643,0.1505509721340795,0.13846153846153847,22222,37610846,2,2
30,0,ai,14,100,14,100,191,36016,0,0,0.0,0.29384615384615387,0.6675068574393951,0.2222222222222222,100000,236900000,3,3
30,0,control,1,300,1,300,364,0,150,0,0.0,0.56,0.0,0.6666666666666666,33333,236831077,2,2
30,0,logger,8,50,8,50,95,17940,0,0,0.0,0.14615384615384616,0.3324931425606049,0.1111111111111111,200000,236800000,4,4
31,25,ai,14,100,14,100,190,36330,0,0,0.0,0.29185867895545314,0.663258785942492,0.2222222222222222,100000,238600000,3,3
31,25,control,1,300,1,300,370,0,150,0,0.0,0.5683563748079877,0.0,0.6666666666666666,33333,238531063,4,4
31,25,logger,8,50,8,50,91,18445,0,0,0.0,0.13978494623655913,0.336741214057508,0.1111111111111111,200000,238600000,2,2
32,50,ai,14,100,14,300,246,49647,0,0,0.0,0.3767228177641654,0.738981587604007,0.42857142857142855,33333,145415336,3,3
32,50,control,1,300,1,300,334,0,150,0,0.0,0.5114854517611026,0.0,0.42857142857142855,33333,145431998,2,2
32,50,logger,8,50,8,100,73,17536,0,0,0.0,0.11179173047473201,0.26101841239599305,0.14285714285714285,100000,145500000,4,4
33,75,ai,14,100,14,600,277,61733,0,0,0.0,0.4254992319508449,0.738813025838649,0.5454545454545454,16666,92230150,3,3
33,75,control,1,300,1,300,304,0,150,0,0.0,0.46697388632872505,0.0,0.2727272727272727,33333,92232532,4,4
33,75,logger,8,50,8,200,70,21824,0,0,0.0,0.10752688172043011,0.26118697416135095,0.18181818181818182,50000,92250000,2,2
34,100,ai,14,100,14,1400,387,73520,0,0,0.0,0.5881458966565349,0.7748408583112011,0.6666666666666666,7142,52002425,3,3
34,100,control,1,300,1,300,170,0,149,112,0.7516778523489933,0.25835866261398177,0.0,0.14285714285714285,33333,51932938,2,2
34,100,logger,8,50,8,400,101,21364,0,0,0.0,0.1534954407294833,0.22515914168879894,0.19047619047619047,25000,52024998,4,4
35,0,ai,9,100,9,100,204,35975,0,0,0.0,0.3124042879019908,0.6557362108563304,0.2222222222222222,100000,245900000,3,3
35,0,control,1,300,1,300,360,0,150,0,0.0,0.5513016845329249,0.0,0.6666666666666666,33333,245831003,4,4
35,0,logger,4,50,4,50,89,18887,0,0,0.0,0.1362940275650842,0.34426378914366956,0.1111111111111111,200000,245900000,2,2
36,25,ai,9,100,9,100,206,34879,0,0,0.0,0.31546707503828486,0.6618406072106262,0.2222222222222222,100000,252100000,3,3
36,25,control,1,300,1,300,352,0,150,0,0.0,0.5390505359877489,0.0,0.6666666666666666,33333,252030944,2,2
36,25,logger,4,50,4,50,95,17821,0,0,0.0,0.14548238897396631,0.3381593927893738,0.1111111111111111,200000,252100000,4,4
37,50,ai,9,100,9,300,234,51290,0,0,0.0,0.3577981651376147,0.7598518518518519,0.42857142857142855,33333,146765336,3,3
37,50,control,1,300,1,300,330,0,150,0,0.0,0.5045871559633027,0.0,0.42857142857142855,33333,146765333,4,4
37,50,logger,4,50,4,100,90,16210,0,0,0.0,0.13761467889908258,0.24014814814814814,0.14285714285714285,100000,146800000,2,2
38,75,ai,9,100,9,500,265,65799,0,0,0.0,0.40458015267175573,0.8429825123310486,0.5555555555555556,20000,117306665,3,3
38,75,control,1,300,1,300,324,0,150,0,0.0,0.4946564885496183,0.0,0.3333333333333333,33333,117298966,2,2
38,75,logger,4,50,4,100,66,12256,0,0,0.0,0.10076335877862595,0.15701748766895138,0.1111111111111111,100000,117300000,4,4
39,100,ai,9,100,9,900,330,75178,0,0,0.0,0.5045871559633027,0.811980212991165,0.6428571428571429,11111,81088222,3,3
39,100,control,1,300,1,300,258,0,150,5,0.03333333333333333,0.3944954128440367,0.0,0.21428571428571427,33333,81099330,4,4
39,100,logger,4,50,4,200,66,17408,0,0,0.0,0.10091743119266056,0.18801978700883504,0.14285714285714285,50000,81100000,2,2
40,0,ai,7,100,7,100,204,36059,0,0,0.0,0.3114503816793893,0.6609659976170836,0.2222222222222222,100000,251500000,3,3
40,0,control,1,300,1,300,361,0,150,0,0.0,0.5511450381679389,0.0,0.6666666666666666,33333,251430963,2,2
40,0,logger,3,50,3,50,90,18496,0,0,0.0,0.13740458015267176,0.3390340023829163,0.1111111111111111,200000,251400000,4,4
41,25,ai,7,100,7,100,178,37431,0,0,0.0,0.27217125382262997,0.6662335581937596,0.2222222222222222,100000,252100000,3,3
41,25,control,1,300,1,300,388,0,150,0,0.0,0.5932721712538226,0.0,0.6666666666666666,33333,252030960,4,4
41,25,logger,3,50,3,50,88,18752,0,0,0.0,0.1345565749235474,0.3337664418062403,0.1111111111111111,200000,252100000,2,2
42,50,ai,7,100,7,200,241,49872,0,0,0.0,0.36850152905198774,0.8089800155722814,0.36363636363636365,50000,196850000,3,3
42,50,control,1,300,1,300,342,0,150,0,0.0,0.5229357798165137,0.0,0.5454545454545454,33333,196831515,2,2
42,50,logger,3,50,3,50,71,11776,0,0,0.0,0.10856269113149847,0.19101998442771867,0.09090909090909091,200000,196800000,4,4
43,75,ai,7,100,7,300,279,55496,0,0,0.0,0.4259541984732824,0.8467759162623211,0.46153846153846156,33333,161531872,3,3
43,75,control,1,300,1,300,342,0,150,0,0.0,0.5221374045801527,0.0,0.46153846153846156,33333,161531871,4,4
43,75,logger,3,50,3,50,34,10042,0,0,0.0,0.051908396946564885,0.1532240837376789,0.07692307692307693,200000,161500000,2,2
44,100,ai,7,100,7,700,286,72470,0,0,0.0,0.43597560975609756,0.8248725186669095,0.6086956521739131,14285,98510154,3,3
44,100,control,1,300,1,300,309,0,150,2,0.013333333333333334,0.47103658536585363,0.0,0.2608695652173913,33333,98532505,2,2
44,100,logger,3,50,3,150,61,15386,0,0,0.0,0.09298780487804878,0.1751274813330905,0.13043478260869565,66666,98565840,4,4
45,0,ai,5,100,5,100,191,37333,0,0,0.0,0.2916030534351145,0.6652826288402595,0.2222222222222222,100000,253000000,3,3
45,0,control,1,300,1,300,371,0,150,0,0.0,0.566412213740458,0.0,0.6666666666666666,33333,253030963,4,4
45,0,logger,2,50,2,50,93,18783,0,0,0.0,0.14198473282442747,0.33471737115974054,0.1111111111111111,200000,253200000,2,2
46,25,ai,5,100,5,100,205,35584,0,0,0.0,0.31297709923664124,0.655926267281106,0.2222222222222222,100000,256000000,3,3
46,25,control,1,300,1,300,367,0,150,0,0.0,0.5603053435114503,0.0,0.6666666666666666,33333,255930937,2,2
46,25,logger,2,50,2,50,83,18666,0,0,0.0,0.1267175572519084,0.344073732718894,0.1111111111111111,200000,255900000,4,4
47,50,ai,5,100,5,200,227,48863,0,0,0.0,0.3465648854961832,0.8205235848264513,0.36363636363636365,50000,201250000,3,3
47,50,control,1,300,1,300,351,0,150,0,0.0,0.5358778625954198,0.0,0.5454545454545454,33333,201231487,4,4
47,50,logger,2,50,2,50,77,10688,0,0,0.0,0.11755725190839694,0.17947641517354873,0.09090909090909091,200000,201400000,2,2
48,75,ai,5,100,5,300,256,56344,0,0,0.0,0.39083969465648855,0.8661911204033944,0.46153846153846156,33333,168531821,3,3
48,75,control,1,300,1,300,348,0,150,0,0.0,0.5312977099236641,0.0,0.46153846153846156,33333,168531817,2,2
48,75,logger,2,50,2,50,51,8704,0,0,0.0,0.07786259541984733,0.1338088795966056,0.07692307692307693,200000,168500000,4,4
49,100,ai,5,100,5,500,265,64768,0,0,0.0,0.40458015267175573,0.8385944014294223,0.5555555555555556,20000,118800000,3,3
49,100,control,1,300,1,300,330,0,150,0,0.0,0.5038167938931297,0.0,0.3333333333333333,33333,118832317,4,4
49,100,logger,2,50,2,100,60,12466,0,0,0.0,0.0916030534351145,0.16140559857057774,0.1111111111111111,100000,118900000,2,2
50,0,ai,25,100,25,100,177,35919,0,0,0.0,0.2735703245749614,0.6671681711802073,0.2222222222222222,100000,236900000,3,3
50,0,control,1,300,1,300,376,0,150,0,0.0,0.5811437403400309,0.0,0.6666666666666666,33333,236831143,2,2
50,0,logger,9,50,9,50,94,17919,0,0,0.0,0.14528593508500773,0.33283182881979273,0.1111111111111111,200000,236800000,4,4
51,25,ai,25,100,25,200,233,50092,0,0,0.0,0.35846153846153844,0.8084179268273002,0.36363636363636365,50000,335000000,3,3
51,25,control,1,300,1,300,347,0,150,0,0.0,0.5338461538461539,0.0,0.5454545454545454,33333,334963498,4,4
51,25,logger,9,50,9,50,70,11871,0,0,0.0,0.1076923076923077,0.19158207317269985,0.09090909090909091,200000,335000000,2,2
52,50,ai,25,100,25,500,271,57214,0,0,0.0,0.4162826420890937,0.7512539720055674,0.5263157894736842,20000,108173329,3,3
52,50,control,1,300,1,300,326,0,150,1,0.006666666666666667,0.500768049155146,0.0,0.3157894736842105,33333,108165772,2,2
52,50,logger,9,50,9,150,54,18944,0,0,0.0,0.08294930875576037,0.24874602799443263,0.15789473684210525,66666,108199112,4,4
53,75,ai,25,100,25,1100,358,94924,0,0,0.0,0.5524691358024691,0.8157575861742994,0.6666666666666666,9090,72703652,3,3
53,75,control,1,300,1,300,213,0,150,3,0.02,0.3287037037037037,0.0,0.18181818181818182,33333,72732794,4,4
53,75,logger,9,50,9,250,77,21439,0,0,0.0,0.11882716049382716,0.1842424138257006,0.15151515151515152,40000,72720000,2,2
54,100,ai,25,100,25,2500,436,89419,0,0,0.0,0.6697388632872504,0.8588731366220993,0.7692307692307693,4000,45703974,3,3
54,100,control,1,300,1,300,115,0,103,102,0.9902912621359223,0.17665130568356374,0.0,0.09230769230769231,33333,45733068,2,2
54,100,logger,9,50,9,450,100,14693,0,0,0.0,0.15360983102918588,0.14112686337790073,0.13846153846153847,22222,45710850,4,4
55,0,ai,14,100,14,100,194,36349,0,0,0.0,0.29846153846153844,0.6542178866471086,0.2222222222222222,100000,253700000,3,3
55,0,control,1,300,1,300,371,0,150,0,0.0,0.5707692307692308,0.0,0.6666666666666666,33333,253664325,4,4
55,0,logger,8,50,8,50,85,19212,0,0,0.0,0.13076923076923078,0.34578211335289144,0.1111111111111111,200000,253700000,2,2
56,25,ai,14,100,14,100,196,35660,0,0,0.0,0.3006134969325153,0.656842880825198,0.2222222222222222,100000,250300000,3,3
56,25,control,1,300,1,300,373,0,150,0,0.0,0.5720858895705522,0.0,0.6666666666666666,33333,250231029,2,2
56,25,logger,8,50,8,50,83,18630,0,0,0.0,0.1273006134969325,0.343157119174802,0.1111111111111111,200000,250200000,4,4
